inertie,altitude,month,zone_climatique,E-pv(kWh/m²),Text(°C),E(kWh/m²),Nref(19°C),DH19(°Ch),DH14(°Ch),Nref(21°C),DH21(°Ch),Tefs(°C),Textmoy_clim(°C)Tcons=26°C,Textmoy_clim(°C)Tcons=28°C,E_fr(kWh/m²)Tcons=26°C,E_fr(kWh/m²)Tcons=28°C,Nref(26°C),Nref(28°C),DH26(°Ch),DH28(°Ch)
Légère ou Moyenne,400,Février,H2d,141.8,5.1,100.73,672,8913.2,5991.6,672,10257.2,8.5,0,0,0,0,0,0,0,0
Légère ou Moyenne,400,Mars,H2d,191.7,9.3,116.26,699,6834.6,3901.6,721,8257.8,9.4,0,0,0,0,0,0,0,0
Légère ou Moyenne,400,Avril,H2d,205.3,13.4,104.57,560,4193,1915.2,607,5355.9,12.9,0,0,0,0,2,0,1.6,0
Légère ou Moyenne,400,Mai,H2d,238.6,12.5,15.87,133,877.2,354.7,138,1149.5,16.7,27.4,0,16.67,2.56,70,9,69.6,9.1
Légère ou Moyenne,400,Juin,H2d,291.8,0,0,0,0,0,0,0,18,30.2,31.3,55.56,43.81,904,160,904.4,526.1
Légère ou Moyenne,400,Juillet,H2d,313.6,0,0,0,0,0,0,0,23.6,30.5,31.7,84.28,67.5,1447,238,1447,868.2
Légère ou Moyenne,400,Août,H2d,284.5,0,0,0,0,0,0,0,20.9,29.4,30.8,77.59,53.69,801,150,801.2,418.4
Légère ou Moyenne,400,Septembre,H2d,218.4,0,0,0,0,0,0,0,22.9,28.3,29.5,49.79,25.08,251,56,250.7,84.4
Légère ou Moyenne,400,Octobre,H2d,138,13.5,43.29,270,1788.4,748.3,305,2367.4,18.4,0,0,0,0,0,0,0,0
Légère ou Moyenne,400,Novembre,H2d,113.8,8.9,87.35,683,6851.3,3992.8,704,8239.6,14.1,0,0,0,0,0,0,0,0
Légère ou Moyenne,400,Décembre,H2d,105.3,5,85.07,744,15639.4,6669.3,744,11021,9.4,0,0,0,0,0,0,0,0
Lourde ou Très lourde,400,Janvier,H2d,123.7,4.9,98.24,738,10042,6887.9,742,11520.5,8.6,0,0,0,0,0,0,0,0
Lourde ou Très lourde,400,Février,H2d,141.8,5.1,100.73,672,8913.2,5991.6,672,10257.2,8.5,0,0,0,0,0,0,0,0
Lourde ou Très lourde,400,Mars,H2d,191.7,9.3,116.26,699,6834.6,3901.6,721,8257.8,9.4,0,0,0,0,0,0,0,0
Lourde ou Très lourde,400,Avril,H2d,205.3,12.7,91.41,482,3813.8,1799.9,518,4811.6,12.9,0,0,0,0,2,0,1.6,0
Lourde ou Très lourde,400,Mai,H2d,238.6,0,0,0,0,0,0,0,16.7,27.4,0,16.67,2.56,70,9,69.6,9.1
Lourde ou Très lourde,400,Juin,H2d,291.8,0,0,0,0,0,0,0,18,30.2,31.3,55.56,43.81,904,160,904.4,526.1
Lourde ou Très lourde,400,Juillet,H2d,313.6,0,0,0,0,0,0,0,23.6,30.5,31.7,84.28,67.5,1447,238,1447,868.2
Lourde ou Très lourde,400,Août,H2d,284.5,0,0,0,0,0,0,0,20.9,29.4,30.8,77.59,53.69,801,150,801.2,418.4
Lourde ou Très lourde,400,Septembre,H2d,218.4,0,0,0,0,0,0,0,22.9,28.3,29.5,49.79,25.08,251,56,250.7,84.4
Lourde ou Très lourde,400,Octobre,H2d,138,13.6,9.68,53,370,153,63,482,18.4,0,0,0,0,0,0,0,0
Lourde ou Très lourde,400,Novembre,H2d,113.8,8.9,87.35,683,6851.3,3992.8,704,8239.6,14.1,0,0,0,0,0,0,0,0
Lourde ou Très lourde,400,Décembre,H2d,105.3,5,85.07,744,15639.4,6669.3,744,11021,9.4,0,0,0,0,0,0,0,0
Légère ou Moyenne,800,Janvier,H2d,123.7,2.9,98.24,742,11520.5,8308.1,744,13007.7,6.6,0,0,0,0,0,0,0,0
Légère ou Moyenne,800,Février,H2d,141.8,3.1,100.73,672,10257.2,7329.2,672,11601.2,6.5,0,0,0,0,0,0,0,0
Légère ou Moyenne,800,Mars,H2d,191.7,7.3,116.26,721,8257.8,5169.6,732,9710.8,7.4,0,0,0,0,0,0,0,0
Légère ou Moyenne,800,Avril,H2d,205.3,11.4,104.57,607,5355.9,2849.1,650,6609.3,10.9,0,0,0,0,0,0,1.6,0
Légère ou Moyenne,800,Mai,H2d,238.6,12.1,34,277,2038.1,888.2,298,2615.7,14.7,0,0,2.56,0,9,0,69.6,9.1
Légère ou Moyenne,800,Juin,H2d,291.8,0,0,0,0,0,0,0,16,30.6,30.6,43.81,28.55,160,101,904.4,526.1
Légère ou Moyenne,800,Juillet,H2d,313.6,0,0,0,0,0,0,0,21.6,30.8,30.8,67.5,54.43,238,170,1447,868.2
Légère ou Moyenne,800,Août,H2d,284.5,0,0,0,0,0,0,0,18.9,30.2,30.2,53.69,29.25,150,84,801.2,418.4
Légère ou Moyenne,800,Septembre,H2d,218.4,0,0,0,0,0,0,0,20.9,28.7,28.7,25.08,6.54,56,15,250.7,84.4
Légère ou Moyenne,800,Octobre,H2d,138,12.9,85.05,597,4000.2,1691.6,645,5239.1,16.4,0,0,0,0,0,0,0,0
Légère ou Moyenne,800,Novembre,H2d,113.8,6.9,87.35,704,8239.6,5245.4,714,9658.1,12.1,0,0,0,0,0,0,0,0
Légère ou Moyenne,800,Décembre,H2d,105.3,3,85.07,744,18255.9,8153,744,12509,7.4,0,0,0,0,0,0,0,0
Lourde ou Très lourde,800,Janvier,H2d,123.7,2.9,98.24,742,11520.5,8308.1,744,13007.7,6.6,0,0,0,0,0,0,0,0
Lourde ou Très lourde,800,Février,H2d,141.8,3.1,100.73,672,10257.2,7329.2,672,11601.2,6.5,0,0,0,0,0,0,0,0
Lourde ou Très lourde,800,Mars,H2d,191.7,7.3,116.26,721,8257.8,5169.6,732,9710.8,7.4,0,0,0,0,0,0,0,0
Lourde ou Très lourde,800,Avril,H2d,205.3,11.4,104.57,607,5355.9,2849.1,650,6609.3,10.9,0,0,0,0,0,0,1.6,0
Lourde ou Très lourde,800,Mai,H2d,238.6,15.6,1.74,18,69.5,7.7,21,108.6,14.7,0,0,2.56,0,9,0,69.6,9.1
Lourde ou Très lourde,800,Juin,H2d,291.8,0,0,0,0,0,0,0,16,30.6,30.6,43.81,28.55,160,101,904.4,526.1
Lourde ou Très lourde,800,Juillet,H2d,313.6,0,0,0,0,0,0,0,21.6,30.8,30.8,67.5,54.43,238,170,1447,868.2
Lourde ou Très lourde,800,Août,H2d,284.5,0,0,0,0,0,0,0,18.9,30.2,30.2,53.69,29.25,150,84,801.2,418.4
Lourde ou Très lourde,800,Septembre,H2d,218.4,0,0,0,0,0,0,0,20.9,28.7,28.7,25.08,6.54,56,15,250.7,84.4
Lourde ou Très lourde,800,Octobre,H2d,138,12.5,50.27,376,2673.9,1219.3,405,3454.7,16.4,0,0,0,0,0,0,0,0
Lourde ou Très lourde,800,Novembre,H2d,113.8,6.9,87.35,704,8239.6,5245.4,714,9658.1,12.1,0,0,0,0,0,0,0,0
Lourde ou Très lourde,800,Décembre,H2d,105.3,3,85.07,744,18255.9,8153,744,12509,7.4,0,0,0,0,0,0,0,0
Légère ou Moyenne,8000,Janvier,H2d,123.7,0.9,98.24,744,13007.7,9780.5,744,14495.7,4.6,0,0,0,0,0,0,0,0
Légère ou Moyenne,8000,Février,H2d,141.8,1.1,100.73,672,11601.2,8673.2,672,12945.2,4.5,0,0,0,0,0,0,0,0
Légère ou Moyenne,8000,Mars,H2d,191.7,5.3,116.26,737,9710.8,6554.6,740,11184.6,5.4,0,0,0,0,0,0,0,0
Légère ou Moyenne,8000,Avril,H2d,205.3,9.4,104.57,680,6609.3,3909.7,693,7954.2,8.9,0,0,0,0,0,0,0,0
Légère ou Moyenne,8000,Mai,H2d,238.6,12.3,92.56,635,4682.4,2226.3,648,5930.2,12.7,0,0,0,0,0,0,0,0
Légère ou Moyenne,8000,Juin,H2d,291.8,0,0,0,0,0,0,0,14,28.6,30.2,28.55,12.77,101,47,257.9,104.7
Légère ou Moyenne,8000,Juillet,H2d,313.6,0,0,0,0,0,0,0,19.6,28.8,29.9,54.43,36.35,170,102,468.7,191.7
Légère ou Moyenne,8000,Août,H2d,284.5,0,0,0,0,0,0,0,16.9,28.2,29.4,29.25,14.76,84,41,181.4,59
Légère ou Moyenne,8000,Septembre,H2d,218.4,14.1,41.82,217,1345.3,504.7,223,1774.1,18.9,26.7,0,6.54,0,15,0,11.2,0
Légère ou Moyenne,8000,Octobre,H2d,138,10.8,73.86,619,4795.3,2359,618,5999.2,14.4,0,0,0,0,0,0,0,0
Légère ou Moyenne,8000,Novembre,H2d,113.8,4.9,87.35,718,9658.1,6590,720,11094.3,10.1,0,0,0,0,0,0,0,0
Légère ou Moyenne,8000,Décembre,H2d,105.3,1,85.07,744,20887.4,9641,744,13997,5.4,0,0,0,0,0,0,0,0
Lourde ou Très lourde,8000,Janvier,H2d,123.7,0.9,98.24,744,13007.7,9780.5,744,14495.7,4.6,0,0,0,0,0,0,0,0
Lourde ou Très lourde,8000,Février,H2d,141.8,1.1,100.73,672,11601.2,8673.2,672,12945.2,4.5,0,0,0,0,0,0,0,0
Lourde ou Très lourde,8000,Mars,H2d,191.7,5.3,116.26,737,9710.8,6554.6,740,11184.6,5.4,0,0,0,0,0,0,0,0
Lourde ou Très lourde,8000,Avril,H2d,205.3,9.4,104.57,680,6609.3,3909.7,693,7954.2,8.9,0,0,0,0,0,0,0,0
Lourde ou Très lourde,8000,Mai,H2d,238.6,12.2,81.37,644,4291,2025.3,590,5432.4,12.7,0,0,0,0,0,0,0,0
Lourde ou Très lourde,8000,Juin,H2d,291.8,0,0,0,0,0,0,0,14,28.6,30.2,28.55,12.77,101,47,257.9,104.7
Lourde ou Très lourde,8000,Juillet,H2d,313.6,0,0,0,0,0,0,0,19.6,28.8,29.9,54.43,36.35,170,102,468.7,191.7
Lourde ou Très lourde,8000,Août,H2d,284.5,0,0,0,0,0,0,0,16.9,28.2,29.4,29.25,14.76,84,41,181.4,59
Lourde ou Très lourde,8000,Septembre,H2d,218.4,14.2,48.93,253,1585,605.4,258,2081.8,18.9,26.7,0,6.54,0,15,0,11.2,0
Lourde ou Très lourde,8000,Octobre,H2d,138,10.8,73.86,619,4795.3,2359,618,5999.2,14.4,0,0,0,0,0,0,0,0
Lourde ou Très lourde,8000,Novembre,H2d,113.8,4.9,87.35,718,9658.1,6590,720,11094.3,10.1,0,0,0,0,0,0,0,0
Lourde ou Très lourde,8000,Décembre,H2d,105.3,1,85.07,744,20887.4,9641,744,13997,5.4,0,0,0,0,0,0,0,0
Légère ou Moyenne,400,Janvier,H3,116.1,5.9,92.47,744,9264.6,6041.1,744,10752.6,8.4,0,0,0,0,0,0,0,0
Légère ou Moyenne,400,Février,H3,129.4,9.4,91.37,664,6041.6,3185.4,670,7375.6,11.7,0,0,0,0,0,0,0,0
Légère ou Moyenne,400,Mars,H3,181.5,10.2,109.83,715,6118.4,3114.8,730,7568.3,11.4,0,0,0,0,0,0,0,0
Légère ou Moyenne,400,Avril,H3,244.1,13.8,111.07,586,3445.8,1201.8,650,4671.7,12,0,0,0,0,0,0,0,0
Légère ou Moyenne,400,Mai,H3,260.7,0,0,0,0,0,0,0,17.2,27.7,29.1,17.22,8.16,96,20,95.5,22.6
Légère ou Moyenne,400,Juin,H3,296.5,0,0,0,0,0,0,0,20.7,28.7,30.2,52.06,30.95,484,97,483.7,213.4
Légère ou Moyenne,400,Juillet,H3,314.5,0,0,0,0,0,0,0,21.4,29.2,30.2,81.88,64.81,969,206,968.9,463.2
Légère ou Moyenne,400,Août,H3,281,0,0,0,0,0,0,0,25.4,28.6,29.7,95.22,65.44,742,167,741.5,283.7
Légère ou Moyenne,400,Septembre,H3,225.8,0,0,0,0,0,0,0,20,28.1,29.1,25.89,15.66,114,30,114.4,32.3
Légère ou Moyenne,400,Octobre,H3,151.2,10.9,4.98,120,911.8,402.1,120,1151.8,19.8,26.1,0,1.14,0,0,2,0.2,0
Légère ou Moyenne,400,Novembre,H3,113.2,10,85.22,690,6044.6,3185.6,704,7441.6,14.7,0,0,0,0,0,0,0,0
Légère ou Moyenne,400,Décembre,H3,94.8,7.6,75,739,7659.1,4827.6,744,9142.7,12.1,0,0,0,0,0,0,0,0
Lourde ou Très lourde,400,Janvier,H3,116.1,5.9,92.47,744,9264.6,6041.1,744,10752.6,8.4,0,0,0,0,0,0,0,0
Lourde ou Très lourde,400,Février,H3,129.4,9.4,91.37,664,6041.6,3185.4,670,7375.6,11.7,0,0,0,0,0,0,0,0
Lourde ou Très lourde,400,Mars,H3,181.5,10.2,109.83,715,6118.4,3114.8,730,7568.3,11.4,0,0,0,0,0,0,0,0
Lourde ou Très lourde,400,Avril,H3,244.1,13.2,79.8,390,2469.9,948.2,434,3284.2,12,0,0,0,0,0,0,0,0
Lourde ou Très lourde,400,Mai,H3,260.7,0,0,0,0,0,0,0,17.2,27.7,29.1,17.22,8.16,96,20,95.5,22.6
Lourde ou Très lourde,400,Juin,H3,296.5,0,0,0,0,0,0,0,20.7,28.7,30.2,52.06,30.95,484,97,483.7,213.4
Lourde ou Très lourde,400,Juillet,H3,314.5,0,0,0,0,0,0,0,21.4,29.2,30.2,81.88,64.81,969,206,968.9,463.2
Lourde ou Très lourde,400,Août,H3,281,0,0,0,0,0,0,0,25.4,28.6,29.7,95.22,65.44,742,167,741.5,283.7
Lourde ou Très lourde,400,Septembre,H3,225.8,0,0,0,0,0,0,0,20,28.1,29.1,25.89,15.66,114,30,114.4,32.3
Lourde ou Très lourde,400,Octobre,H3,151.2,0,0,0,0,0,0,0,19.8,26.1,0,1.14,0,0,2,0.2,0
Lourde ou Très lourde,400,Novembre,H3,113.2,9.5,71.76,601,5536.8,3024.5,609,6748.2,14.7,0,0,0,0,0,0,0,0
Lourde ou Très lourde,400,Décembre,H3,94.8,7.6,75,739,7659.1,4827.6,744,9142.7,12.1,0,0,0,0,0,0,0,0
Légère ou Moyenne,800,Janvier,H3,116.1,3.9,92.47,744,10752.6,7524.6,744,12240.6,6.4,0,0,0,0,0,0,0,0
Légère ou Moyenne,800,Février,H3,129.4,7.4,91.37,670,7375.6,4463.9,672,8719.2,9.7,0,0,0,0,0,0,0,0
Légère ou Moyenne,800,Mars,H3,181.5,8.2,109.83,730,7568.3,4426.6,743,9039.1,9.4,0,0,0,0,0,0,0,0
Légère ou Moyenne,800,Avril,H3,244.1,11.8,115.14,670,4804.5,2094.9,709,6188,10,0,0,0,0,0,0,0,0
Légère ou Moyenne,800,Mai,H3,260.7,0,0,0,0,0,0,0,15.2,28.4,28.4,8.16,1.79,20,4,95.5,22.6
Légère ou Moyenne,800,Juin,H3,296.5,0,0,0,0,0,0,0,18.7,29.5,29.5,30.95,16.38,97,47,483.7,213.4
Légère ou Moyenne,800,Juillet,H3,314.5,0,0,0,0,0,0,0,19.4,29.5,29.5,64.81,38.71,206,105,968.9,463.2
Légère ou Moyenne,800,Août,H3,281,0,0,0,0,0,0,0,23.4,29,29,65.44,28.13,167,64,741.5,283.7
Légère ou Moyenne,800,Septembre,H3,225.8,0,0,0,0,0,0,0,18,28.5,28.5,15.66,1.27,30,2,114.4,32.3
Légère ou Moyenne,800,Octobre,H3,151.2,11.4,33.73,240,1871.3,873,257,2373.2,17.8,0,0,0,0,0,0,0.2,0
Légère ou Moyenne,800,Novembre,H3,113.2,8,85.22,704,7441.6,4430.9,719,8871,12.7,0,0,0,0,0,0,0,0
Légère ou Moyenne,800,Décembre,H3,94.8,5.6,75,744,9142.7,6280.4,744,10630.7,10.1,0,0,0,0,0,0,0,0
Lourde ou Très lourde,800,Janvier,H3,116.1,3.9,92.47,744,10752.6,7524.6,744,12240.6,6.4,0,0,0,0,0,0,0,0
Lourde ou Très lourde,800,Février,H3,129.4,7.4,91.37,670,7375.6,4463.9,672,8719.2,9.7,0,0,0,0,0,0,0,0
Lourde ou Très lourde,800,Mars,H3,181.5,8.2,109.83,730,7568.3,4426.6,743,9039.1,9.4,0,0,0,0,0,0,0,0
Lourde ou Très lourde,800,Avril,H3,244.1,11.2,79.8,434,3284.2,1544.1,452,4174.9,10,0,0,0,0,0,0,0,0
Lourde ou Très lourde,800,Mai,H3,260.7,0,0,0,0,0,0,0,15.2,28.4,28.4,8.16,1.79,20,4,95.5,22.6
Lourde ou Très lourde,800,Juin,H3,296.5,0,0,0,0,0,0,0,18.7,29.5,29.5,30.95,16.38,97,47,483.7,213.4
Lourde ou Très lourde,800,Juillet,H3,314.5,0,0,0,0,0,0,0,19.4,29.5,29.5,64.81,38.71,206,105,968.9,463.2
Lourde ou Très lourde,800,Août,H3,281,0,0,0,0,0,0,0,23.4,29,29,65.44,28.13,167,64,741.5,283.7
Lourde ou Très lourde,800,Septembre,H3,225.8,0,0,0,0,0,0,0,18,28.5,28.5,15.66,1.27,30,2,114.4,32.3
Lourde ou Très lourde,800,Octobre,H3,151.2,12.2,0.82,24,151.2,44.5,24,199.2,17.8,0,0,0,0,0,0,0.2,0
Lourde ou Très lourde,800,Novembre,H3,113.2,8,85.22,704,7441.6,4430.9,719,8871,12.7,0,0,0,0,0,0,0,0
Lourde ou Très lourde,800,Décembre,H3,94.8,5.6,75,744,9142.7,6280.4,744,10630.7,10.1,0,0,0,0,0,0,0,0
Légère ou Moyenne,8000,Janvier,H3,116.1,1.9,92.47,744,12240.6,9012.6,744,13728.6,4.4,0,0,0,0,0,0,0,0
Légère ou Moyenne,8000,Février,H3,129.4,5.4,91.37,672,8719.2,5792.2,672,10063.2,7.7,0,0,0,0,0,0,0,0
Légère ou Moyenne,8000,Mars,H3,181.5,6.2,109.83,744,9039.1,5846.1,744,10526.9,7.4,0,0,0,0,0,0,0,0
Légère ou Moyenne,8000,Avril,H3,244.1,9.8,115.14,721,6188,3211.5,720,7620.9,8,0,0,0,0,0,0,0,0
Légère ou Moyenne,8000,Mai,H3,260.7,15,105.38,592,3085.5,962.1,616,4251.3,13.2,26.4,0,1.79,0,4,0,1.5,0
Légère ou Moyenne,8000,Juin,H3,296.5,15.2,31.31,195,912.6,226.5,207,1305.1,16.7,27.5,28.8,16.38,6.69,47,17,70.6,13.4
Légère ou Moyenne,8000,Juillet,H3,314.5,0,0,0,0,0,0,0,17.4,27.5,28.9,38.71,11.07,105,30,154.8,27.3
Légère ou Moyenne,8000,Août,H3,281,0,0,0,0,0,0,0,21.4,27,28.6,28.13,3.31,64,8,66.7,4.8
Légère ou Moyenne,8000,Septembre,H3,225.8,0,0,0,0,0,0,0,16,26.5,0,1.27,0,2,0,1.1,0
Légère ou Moyenne,8000,Octobre,H3,151.2,12.6,100.47,702,4431,1822,713,5807.7,15.8,0,0,0,0,0,0,0,0
Légère ou Moyenne,8000,Novembre,H3,113.2,6,85.22,720,8871,5779.2,720,10310.8,10.7,0,0,0,0,0,0,0,0
Légère ou Moyenne,8000,Décembre,H3,94.8,3.6,75,744,10630.7,7762.7,744,12118.7,8.1,0,0,0,0,0,0,0,0
Lourde ou Très lourde,8000,Janvier,H3,116.1,1.9,92.47,744,12240.6,9012.6,744,13728.6,4.4,0,0,0,0,0,0,0,0
Lourde ou Très lourde,8000,Février,H3,129.4,5.4,91.37,672,8719.2,5792.2,672,10063.2,7.7,0,0,0,0,0,0,0,0
Lourde ou Très lourde,8000,Mars,H3,181.5,6.2,109.83,744,9039.1,5846.1,744,10526.9,7.4,0,0,0,0,0,0,0,0
Lourde ou Très lourde,8000,Avril,H3,244.1,9.8,115.14,721,6188,3211.5,720,7620.9,8,0,0,0,0,0,0,0,0
Lourde ou Très lourde,8000,Mai,H3,260.7,14.5,89.43,521,2768.5,889.7,542,3794.2,13.2,26.4,0,1.79,0,4,0,1.5,0
Lourde ou Très lourde,8000,Juin,H3,296.5,0,0,0,0,0,0,0,16.7,27.5,28.8,16.38,6.69,47,17,70.6,13.4
Lourde ou Très lourde,8000,Juillet,H3,314.5,0,0,0,0,0,0,0,17.4,27.5,28.9,38.71,11.07,105,30,154.8,27.3
Lourde ou Très lourde,8000,Août,H3,281,0,0,0,0,0,0,0,21.4,27,28.6,28.13,3.31,64,8,66.7,4.8
Lourde ou Très lourde,8000,Septembre,H3,225.8,0,0,0,0,0,0,0,16,26.5,0,1.27,0,2,0,1.1,0
Lourde ou Très lourde,8000,Octobre,H3,151.2,0,0,0,0,0,0,0,15.8,0,0,0,0,0,0,0,0
Lourde ou Très lourde,8000,Novembre,H3,113.2,5.8,80.94,672,8442.5,5542.7,672,9786.3,10.7,0,0,0,0,0,0,0,0
Lourde ou Très lourde,8000,Décembre,H3,94.8,3.6,75,744,10630.7,7762.7,744,12118.7,8.1,0,0,0,0,0,0,0,0
